Step,AgentID,AgentType,GroupType,Knowledge,KnowledgeLinks,Time,AverageMastery,LargestSubgraph
1,107,constructive,group_3,0,[],1.0,0.0983266596656361,1
1,108,constructive,group_3,0,[],1.0,0.09756517748580587,1
1,109,constructive,group_3,0,[],1.0,0.09668410478887464,1
1,110,constructive,group_3,0,[],1.0,0.09778834908459526,1
1,111,constructive,group_3,0,[],1.0,0.10737853174871285,1
1,112,constructive,group_3,0,[],1.0,0.1071497716612038,1
1,113,constructive,group_3,0,[],1.0,0.09471955021874735,1
1,114,constructive,group_3,0,[],1.0,0.11021640976892796,1
1,115,constructive,group_3,0,[],1.0,0.11690664012050997,1
1,116,constructive,group_3,0,[],1.0,0.12159595809637155,1
1,117,constructive,group_3,0,[],1.0,0.10983894592709542,1
1,118,constructive,group_3,0,[],1.0,0.09530992580398125,1
1,119,constructive,group_3,0,[],1.0,0.1092998066788055,1
1,120,constructive,group_3,0,[],1.0,0.08813717374032025,1
1,121,constructive,group_3,0,[],1.0,0.1069754438099874,1
1,122,constructive,group_3,0,[],1.0,0.10307342453542774,1
1,123,constructive,group_3,0,[],1.0,0.11478447797334819,1
1,124,constructive,group_3,0,[],1.0,0.10396125044839435,1
1,125,constructive,group_3,0,[],1.0,0.11671505044966038,1
1,126,constructive,group_3,0,[],1.0,0.1056668940225528,1
1,127,constructive,group_3,0,[],1.0,0.11148693022158591,1
1,128,constructive,group_3,0,[],1.0,0.1005775852920553,1
1,129,constructive,group_3,0,[],1.0,0.09961624154521344,1
1,130,constructive,group_3,0,[],1.0,0.10110174786911871,1
1,131,constructive,group_3,0,[],1.0,0.11428867447211308,1
1,132,constructive,group_3,0,[],1.0,0.0988050812195962,1
1,133,constructive,group_3,0,[],1.0,0.11796446294945347,1
1,134,constructive,group_3,0,[],1.0,0.11210438737409527,1
1,135,constructive,group_3,0,[],1.0,0.10586210068307897,1
1,136,constructive,group_3,0,[],1.0,0.10706337203125942,1
1,137,constructive,group_3,0,[],1.0,0.09687595616027411,1
1,138,constructive,group_3,0,[],1.0,0.11001142831895716,1
1,139,constructive,group_3,0,[],1.0,0.1083993641500088,1
1,140,constructive,group_3,0,[],1.0,0.10590583232779886,1
1,141,constructive,group_3,0,[],1.0,0.11974309841538937,1
1,142,constructive,group_3,0,[],1.0,0.12639256257031947,1
1,143,constructive,group_3,0,[],1.0,0.1002424054957283,1
1,144,constructive,group_3,0,[],1.0,0.11404853084176222,1
1,145,constructive,group_3,0,[],1.0,0.1090190613702207,1
1,146,constructive,group_3,0,[],1.0,0.1120641198017496,1
1,147,constructive,group_3,0,[],1.0,0.10373995074547604,1
1,148,constructive,group_3,0,[],1.0,0.1087563317318353,1
1,149,constructive,group_3,0,[],1.0,0.10359692603881605,1
2,0,active,group_1,0,[],2.0,0.10412818547505238,1
2,1,active,group_1,0,[],2.0,0.12290662774028027,1
2,2,active,group_1,0,[],2.0,0.10434400817186225,1
2,3,active,group_1,0,[],2.0,0.09971189418518586,1
2,4,active,group_1,0,[],2.0,0.10808484391243005,1
2,5,active,group_1,0,[],2.0,0.10563982416236391,1
2,6,active,group_1,0,[],2.0,0.09789537382016691,1
2,7,active,group_1,0,[],2.0,0.11294529482417834,1
2,8,active,group_1,0,[],2.0,0.10919955536012038,1
2,9,active,group_1,0,[],2.0,0.11515790538603954,1
2,10,active,group_1,0,[],2.0,0.12124938329289041,1
2,11,active,group_1,0,[],2.0,0.10381554271428925,1
2,12,active,group_1,0,[],2.0,0.12167611539769589,1
2,13,active,group_1,0,[],2.0,0.11872997269549368,1
2,14,active,group_1,0,[],2.0,0.1272515857381266,1
2,15,active,group_1,0,[],2.0,0.12041701291597248,1
2,16,active,group_1,0,[],2.0,0.11626663559499248,1
2,17,active,group_1,0,[],2.0,0.09364187781254278,1
2,18,active,group_1,0,[],2.0,0.11675031961099347,1
2,19,active,group_1,0,[],2.0,0.12506608525934437,1
2,20,active,group_1,0,[],2.0,0.13047348251969934,1
2,21,active,group_1,0,[],2.0,0.10693844856523065,1
2,22,active,group_1,0,[],2.0,0.11092234319101209,1
2,23,active,group_1,0,[],2.0,0.09599697849054281,1
2,24,active,group_1,0,[],2.0,0.11801896192119901,1
2,25,active,group_1,0,[],2.0,0.12045342718311029,1
2,26,active,group_1,0,[],2.0,0.11271753527015604,1
2,27,active,group_1,0,[],2.0,0.1204013925915681,1
2,28,active,group_1,0,[],2.0,0.11344453381494427,1
2,29,active,group_1,0,[],2.0,0.11791351659915912,1
2,30,active,group_1,0,[],2.0,0.10130708477951364,1
2,31,active,group_1,0,[],2.0,0.11865781344136646,1
2,32,active,group_1,0,[],2.0,0.11173062292553619,1
2,33,active,group_1,0,[],2.0,0.12802263108427575,1
2,34,active,group_1,0,[],2.0,0.11190389708310436,1
2,35,active,group_1,0,[],2.0,0.1014950305843223,1
2,36,active,group_1,0,[],2.0,0.09707256503851455,1
2,37,active,group_1,0,[],2.0,0.11321060918631491,1
2,38,active,group_1,0,[],2.0,0.11624394511230147,1
2,39,active,group_1,0,[],2.0,0.08961154891485786,1
2,40,active,group_1,0,[],2.0,0.11289579862166707,1
2,41,active,group_1,0,[],2.0,0.103652429617678,1
2,42,active,group_1,0,[],2.0,0.11683523895047565,1
2,43,active,group_1,0,[],2.0,0.10075024175579635,1
2,44,active,group_1,0,[],2.0,0.12169328320066815,1
2,45,active,group_1,0,[],2.0,0.10669171885338073,1
2,46,active,group_1,0,[],2.0,0.12181399517223199,1
2,47,active,group_1,0,[],2.0,0.106153242502032,1
2,48,active,group_1,0,[],2.0,0.11910356120120495,1
2,49,active,group_1,0,[],2.0,0.11108399846372223,1
2,50,constructive,group_2,0,[],2.0,0.10827260659764615,1
2,51,constructive,group_2,0,[],2.0,0.11002423304234728,1
2,52,constructive,group_2,0,[],2.0,0.11827592183899849,1
2,53,constructive,group_2,0,[],2.0,0.10367262901828958,1
2,54,constructive,group_2,0,[],2.0,0.114547590821375,1
2,55,constructive,group_2,0,[],2.0,0.11560610069419028,1
2,56,constructive,group_2,0,[],2.0,0.11755210670191499,1
2,57,constructive,group_2,0,[],2.0,0.1107393147682261,1
2,58,constructive,group_2,0,[],2.0,0.12182482368866152,1
2,59,constructive,group_2,0,[],2.0,0.11711830776844889,1
2,60,constructive,group_2,0,[],2.0,0.12397738232852029,1
2,61,constructive,group_2,0,[],2.0,0.11011249937318404,1
2,62,constructive,group_2,0,[],2.0,0.10706659549751103,1
